id,order_id,customer_id,product_id,created_at,pre_tax_price,price,quantity,fulfillment_status,location_id
93,61,3600,4,2022-11-17 08:20:25,9.95,10.59,3,fulfilled,47
94,62,9977,4,2021-09-05 06:39:48,10.03,10.59,2,restocked,17
95,63,1024,9,2021-12-31 23:26:32,4.21,4.64,4,fulfilled,20
96,63,1024,14,2021-12-31 23:26:32,7.3,8.49,2,fulfilled,20
97,64,899,9,2020-09-08 05:50:39,4.39,4.64,3,fulfilled,10
98,64,899,13,2020-09-08 05:50:39,1.41,1.49,2,fulfilled,10
99,64,899,6,2020-09-08 05:50:39,7.97,8.98,2,fulfilled,10
100,64,899,4,2020-09-08 05:50:39,9.38,10.59,2,fulfilled,10
101,65,2021,13,2021-06-08 16:26:01,1.41,1.49,1,fulfilled,8
102,66,3791,1,2022-10-24 05:10:01,9.08,9.99,4,fulfilled,1
103,67,5837,3,2021-08-06 02:10:52,14.99,15.99,1,fulfilled,48
104,67,5837,4,2021-08-06 02:10:52,9.41,10.59,1,restocked,48
105,68,9053,9,2020-01-17 21:20:02,4.32,4.64,2,restocked,39
106,69,7472,1,2021-05-31 06:11:49,9.46,9.99,2,fulfilled,17
107,70,8723,8,2022-12-18 00:45:21,4.11,4.75,1,fulfilled,6
108,71,6958,0,2020-06-24 19:47:43,27.44,30.69,2,fulfilled,18
109,72,5110,9,2018-03-29 08:50:06,4.4,4.64,3,restocked,26
110,73,4340,14,2022-12-20 04:22:14,8.03,8.49,3,fulfilled,22
111,74,1922,1,2022-11-12 07:56:09,9.11,9.99,3,restocked,23
112,75,2037,1,2021-11-22 00:32:23,9.31,9.99,1,fulfilled,29
113,76,4050,7,2020-09-13 03:03:28,5.68,6.37,3,fulfilled,24
114,76,4050,11,2020-09-13 03:03:28,5.85,6.33,3,fulfilled,24
115,76,4050,1,2020-09-13 03:03:28,9.38,9.99,1,fulfilled,24
116,77,7521,11,2022-09-24 05:11:26,5.75,6.33,1,fulfilled,1
117,78,5883,2,2017-09-28 01:11:01,8.45,8.99,3,restocked,47
118,78,5883,5,2017-09-28 01:11:01,3.71,4.07,2,fulfilled,47
119,78,5883,6,2017-09-28 01:11:01,8.46,8.98,3,fulfilled,47
120,78,5883,12,2017-09-28 01:11:01,9.27,10.29,4,fulfilled,47
121,78,5883,13,2017-09-28 01:11:01,1.31,1.49,1,fulfilled,47
122,79,5905,5,2020-08-16 06:48:47,3.85,4.07,3,fulfilled,17
123,80,3838,4,2022-04-07 21:50:57,9.87,10.59,3,restocked,39
124,81,1725,0,2022-11-22 22:35:33,26.91,30.69,3,fulfilled,0
125,82,2075,12,2022-10-11 19:55:12,9.2,10.29,3,fulfilled,18
126,83,1022,12,2022-06-11 05:37:51,9.51,10.29,3,fulfilled,28
127,83,1022,9,2022-06-11 05:37:51,4.35,4.64,1,restocked,28
128,83,1022,1,2022-06-11 05:37:51,8.59,9.99,3,restocked,28
129,84,9570,3,2017-10-09 16:34:35,15.08,15.99,3,restocked,46
130,84,9570,5,2017-10-09 16:34:35,3.62,4.07,4,fulfilled,46
131,84,9570,9,2017-10-09 16:34:35,3.99,4.64,3,fulfilled,46
132,85,1764,8,2020-03-01 04:44:25,4.31,4.75,1,fulfilled,20
133,86,1794,6,2020-07-23 22:11:18,7.94,8.98,1,fulfilled,11
134,87,6063,2,2020-03-23 02:21:23,8.51,8.99,2,fulfilled,17
135,87,6063,13,2020-03-23 02:21:23,1.36,1.49,3,fulfilled,17
136,88,2111,10,2020-06-10 00:46:09,4.9,5.64,2,fulfilled,25
137,89,5425,6,2022-04-13 08:01:36,8.45,8.98,4,fulfilled,7
138,90,7690,7,2022-05-23 16:53:44,6.05,6.37,2,restocked,8
139,91,4991,0,2021-01-04 03:10:51,26.38,30.69,4,fulfilled,3
140,91,4991,14,2021-01-04 03:10:51,8.02,8.49,2,restocked,3
141,91,4991,3,2021-01-04 03:10:51,13.82,15.99,3,restocked,3
142,92,5436,0,2021-05-08 03:52:52,28.78,30.69,2,restocked,48
143,92,5436,12,2021-05-08 03:52:52,9.63,10.29,4,fulfilled,48
144,92,5436,2,2021-05-08 03:52:52,7.73,8.99,4,fulfilled,48
145,92,5436,8,2021-05-08 03:52:52,4.47,4.75,2,fulfilled,48
146,93,9466,0,2021-03-12 06:19:12,29.14,30.69,1,fulfilled,8
147,94,5010,1,2019-10-11 23:26:13,9.31,9.99,3,fulfilled,29
148,94,5010,5,2019-10-11 23:26:13,3.71,4.07,2,fulfilled,29
149,95,98,7,2022-11-08 05:19:12,5.94,6.37,1,fulfilled,38
150,96,7923,7,2021-10-19 06:47:56,5.86,6.37,4,fulfilled,16
151,96,7923,13,2021-10-19 06:47:56,1.38,1.49,4,fulfilled,16
152,96,7923,0,2021-10-19 06:47:56,27.44,30.69,3,fulfilled,16
153,97,970,9,2022-05-01 10:22:32,4.16,4.64,1,fulfilled,35
154,97,970,0,2022-05-01 10:22:32,26.16,30.69,1,restocked,35
155,98,4323,11,2022-10-03 00:28:43,5.57,6.33,2,restocked,40
156,99,2748,6,2018-11-18 01:16:56,8.53,8.98,2,fulfilled,8
157,99,2748,4,2018-11-18 01:16:56,9.4,10.59,1,fulfilled,8
158,100,2094,10,2022-08-22 20:36:20,5.36,5.64,3,fulfilled,8
159,101,9718,9,2020-04-28 04:37:59,4.33,4.64,3,fulfilled,38
160,102,373,7,2022-04-11 17:35:51,5.65,6.37,1,restocked,37
161,103,8579,8,2021-11-19 23:47:50,4.47,4.75,4,fulfilled,7
162,104,5198,12,2021-03-21 03:54:21,9.69,10.29,4,restocked,7
163,105,7119,10,2022-06-28 17:10:35,5.06,5.64,1,fulfilled,35
164,106,7715,10,2022-09-17 04:43:53,5.34,5.64,4,fulfilled,17
165,107,2312,2,2020-07-30 04:09:30,7.77,8.99,3,fulfilled,6
166,107,2312,6,2020-07-30 04:09:30,8.03,8.98,2,restocked,6
167,108,4583,8,2022-02-28 03:41:51,4.11,4.75,1,restocked,6
168,109,872,12,2022-04-11 20:02:22,9.73,10.29,3,fulfilled,22
169,109,872,8,2022-04-11 20:02:22,4.33,4.75,4,restocked,22
170,109,872,10,2022-04-11 20:02:22,5.21,5.64,1,restocked,22
171,110,1635,12,2018-12-03 06:01:10,8.85,10.29,4,restocked,3
172,110,1635,4,2018-12-03 06:01:10,9.91,10.59,1,fulfilled,3
173,110,1635,8,2018-12-03 06:01:10,4.5,4.75,4,fulfilled,3
174,111,9491,0,2018-06-17 05:14:33,26.53,30.69,2,fulfilled,6
175,111,9491,13,2018-06-17 05:14:33,1.4,1.49,1,fulfilled,6
176,112,7253,7,2021-07-26 13:12:35,5.68,6.37,2,fulfilled,24
177,113,2607,3,2021-05-29 18:17:39,13.96,15.99,2,fulfilled,30
178,114,3077,3,2018-10-02 12:15:19,15.16,15.99,1,restocked,45
179,115,9705,5,2021-12-10 05:43:37,3.54,4.07,4,fulfilled,25
180,115,9705,10,2021-12-10 05:43:37,5.26,5.64,4,fulfilled,25
181,116,3976,5,2020-06-27 15:57:34,3.79,4.07,3,fulfilled,39
182,116,3976,1,2020-06-27 15:57:34,8.59,9.99,4,fulfilled,39
183,116,3976,2,2020-06-27 15:57:34,7.71,8.99,1,fulfilled,39
184,117,448,1,2022-07-08 21:08:38,8.91,9.99,3,fulfilled,24
185,117,448,11,2022-07-08 21:08:38,5.7,6.33,1,fulfilled,24
186,117,448,5,2022-07-08 21:08:38,3.65,4.07,2,fulfilled,24
187,118,9138,3,2021-02-19 17:40:54,14.57,15.99,2,fulfilled,5
188,119,1381,1,2022-09-10 16:04:34,9.31,9.99,3,fulfilled,49
189,120,5818,11,2018-09-12 04:23:22,5.97,6.33,2,restocked,46
190,121,8516,11,2019-10-29 15:04:39,6.01,6.33,3,fulfilled,8
191,121,8516,3,2019-10-29 15:04:39,15.12,15.99,1,restocked,8
192,122,3858,8,2021-09-21 18:44:13,4.43,4.75,1,restocked,38
193,122,3858,7,2021-09-21 18:44:13,6.04,6.37,3,fulfilled,38
194,122,3858,0,2021-09-21 18:44:13,29.1,30.69,4,fulfilled,38
195,123,5376,12,2022-12-29 22:01:46,9.59,10.29,1,fulfilled,39
196,123,5376,14,2022-12-29 22:01:46,7.65,8.49,1,fulfilled,39
197,124,4139,8,2022-05-28 00:28:20,4.15,4.75,1,fulfilled,42
198,125,5658,4,2022-10-01 05:25:19,10.02,10.59,1,fulfilled,22
199,125,5658,5,2022-10-01 05:25:19,3.5,4.07,1,fulfilled,22
200,125,5658,0,2022-10-01 05:25:19,27.19,30.69,2,fulfilled,22
201,126,5362,5,2022-06-03 02:30:55,3.58,4.07,4,fulfilled,40
202,126,5362,3,2022-06-03 02:30:55,14.14,15.99,1,fulfilled,40
203,126,5362,2,2022-06-03 02:30:55,7.73,8.99,2,fulfilled,40
204,126,5362,6,2022-06-03 02:30:55,8.33,8.98,3,fulfilled,40
205,127,766,5,2020-02-22 14:12:06,3.65,4.07,1,fulfilled,36
206,128,6348,4,2022-07-12 02:30:54,9.31,10.59,3,restocked,40
207,129,3793,5,2022-02-11 13:00:43,3.47,4.07,1,fulfilled,15
208,129,3793,0,2022-02-11 13:00:43,27.19,30.69,4,fulfilled,15
209,130,2364,10,2019-08-24 07:18:45,5.12,5.64,3,fulfilled,20
210,131,6580,1,2022-02-17 04:09:25,8.93,9.99,2,fulfilled,18
211,132,3189,4,2021-07-16 20:05:09,9.51,10.59,2,restocked,36
212,133,9062,0,2021-05-30 02:57:24,29.06,30.69,2,fulfilled,17
213,133,9062,7,2021-05-30 02:57:24,5.96,6.37,2,restocked,17
214,133,9062,10,2021-05-30 02:57:24,5.35,5.64,2,restocked,17
215,134,3108,9,2020-11-06 00:34:01,4.16,4.64,4,restocked,35
216,134,3108,5,2020-11-06 00:34:01,3.49,4.07,3,fulfilled,35
217,134,3108,3,2020-11-06 00:34:01,14.28,15.99,4,fulfilled,35
218,135,6696,13,2020-11-17 07:06:57,1.41,1.49,4,fulfilled,26
219,135,6696,7,2020-11-17 07:06:57,5.54,6.37,4,fulfilled,26
220,135,6696,6,2020-11-17 07:06:57,7.98,8.98,1,fulfilled,26
221,136,2662,13,2022-11-28 15:39:01,1.32,1.49,4,fulfilled,11
222,136,2662,6,2022-11-28 15:39:01,8.33,8.98,4,fulfilled,11
223,137,9429,0,2021-08-01 09:11:47,29.06,30.69,1,fulfilled,17
224,137,9429,13,2021-08-01 09:11:47,1.28,1.49,2,restocked,17
225,137,9429,1,2021-08-01 09:11:47,9.43,9.99,2,restocked,17
226,137,9429,10,2021-08-01 09:11:47,5.34,5.64,3,restocked,17
227,138,1267,1,2020-10-27 14:30:53,8.92,9.99,4,restocked,43
228,139,8892,8,2021-12-04 11:56:39,4.18,4.75,1,fulfilled,40
229,140,2666,13,2022-08-17 01:20:43,1.38,1.49,2,restocked,14
230,141,20,10,2022-08-26 00:36:38,4.81,5.64,3,fulfilled,15
231,142,7886,14,2021-10-10 16:16:09,8.04,8.49,3,fulfilled,10
232,142,7886,9,2021-10-10 16:16:09,4.18,4.64,4,fulfilled,10
233,142,7886,0,2021-10-10 16:16:09,26.91,30.69,2,fulfilled,10
234,142,7886,7,2021-10-10 16:16:09,5.92,6.37,4,fulfilled,10
235,143,1740,2,2019-12-07 11:45:49,8.51,8.99,3,fulfilled,10
236,144,9853,11,2023-01-02 00:06:37,5.44,6.33,1,restocked,50
237,145,7233,2,2022-04-09 10:17:40,8.2,8.99,3,fulfilled,23
238,145,7233,13,2022-04-09 10:17:40,1.35,1.49,3,fulfilled,23
239,145,7233,11,2022-04-09 10:17:40,5.88,6.33,1,fulfilled,23
240,146,879,13,2021-04-06 13:12:46,1.33,1.49,2,fulfilled,18
241,147,6758,6,2022-09-11 13:27:32,8.51,8.98,4,fulfilled,45
242,148,7177,6,2019-12-04 23:40:51,7.94,8.98,3,fulfilled,11
243,149,8010,3,2022-12-03 07:59:18,14.3,15.99,4,fulfilled,18
244,150,1030,14,2019-11-30 02:24:20,7.92,8.49,4,restocked,38
245,151,5086,6,2019-02-18 16:08:53,7.81,8.98,2,fulfilled,25
246,151,5086,7,2019-02-18 16:08:53,5.66,6.37,2,restocked,25
247,152,9381,2,2022-09-14 22:54:25,8.35,8.99,3,restocked,34
248,152,9381,11,2022-09-14 22:54:25,5.68,6.33,1,fulfilled,34
249,153,7082,2,2020-07-14 02:57:18,8.1,8.99,4,fulfilled,2
250,154,8766,3,2022-11-30 11:01:12,14.2,15.99,3,fulfilled,19
251,154,8766,14,2022-11-30 11:01:12,7.61,8.49,4,fulfilled,19
252,154,8766,2,2022-11-30 11:01:12,8.19,8.99,3,fulfilled,19
253,154,8766,0,2022-11-30 11:01:12,27.24,30.69,4,fulfilled,19
254,154,8766,7,2022-11-30 11:01:12,5.68,6.37,3,fulfilled,19
255,155,5926,0,2022-12-04 10:37:03,28.98,30.69,4,fulfilled,21
256,156,592,3,2022-06-02 22:03:49,15.05,15.99,3,fulfilled,7
257,157,9707,12,2021-05-30 23:40:38,9.65,10.29,4,fulfilled,48
258,158,6730,5,2020-10-20 16:16:00,3.54,4.07,3,restocked,25
259,158,6730,4,2020-10-20 16:16:00,9.66,10.59,2,fulfilled,25
260,159,7071,1,2021-10-04 23:12:14,9.47,9.99,4,fulfilled,26
261,160,3786,13,2021-10-29 19:42:50,1.4,1.49,3,fulfilled,48
262,160,3786,4,2021-10-29 19:42:50,9.38,10.59,4,fulfilled,48
263,161,445,11,2021-12-19 23:58:37,5.99,6.33,2,fulfilled,10
264,162,1558,6,2022-03-12 08:30:16,8.05,8.98,3,restocked,35
265,162,1558,12,2022-03-12 08:30:16,9.51,10.29,1,fulfilled,35
266,163,265,14,2022-05-24 23:10:43,7.57,8.49,3,fulfilled,24
267,164,7144,3,2019-12-04 09:08:55,14.34,15.99,2,restocked,35
268,164,7144,9,2019-12-04 09:08:55,3.99,4.64,2,fulfilled,35
269,165,9537,9,2021-05-06 05:17:28,4.14,4.64,3,fulfilled,43
270,166,9144,7,2020-04-02 19:46:07,5.66,6.37,2,fulfilled,19
271,167,2146,10,2021-11-08 12:13:41,4.93,5.64,1,fulfilled,30
272,167,2146,11,2021-11-08 12:13:41,5.44,6.33,2,restocked,30
273,168,5582,2,2022-10-25 04:36:41,8.1,8.99,1,restocked,2
274,169,5616,7,2022-09-15 12:19:22,5.72,6.37,3,fulfilled,36
275,170,4465,9,2022-10-30 14:19:11,4.05,4.64,2,restocked,30
276,171,8969,13,2022-10-31 07:54:49,1.38,1.49,2,fulfilled,28
277,172,6560,13,2022-09-14 17:18:11,1.35,1.49,4,fulfilled,1
278,173,4478,9,2022-10-15 21:33:07,4.34,4.64,1,fulfilled,41
279,174,1463,2,2022-12-23 11:22:00,8.3,8.99,2,restocked,28
280,175,6618,2,2021-10-30 20:43:07,7.98,8.99,2,fulfilled,19
281,176,9830,12,2022-12-26 01:31:51,9.33,10.29,4,fulfilled,20
282,176,9830,10,2022-12-26 01:31:51,5.12,5.64,1,fulfilled,20
283,177,6465,2,2022-09-15 19:58:46,7.98,8.99,3,fulfilled,19
284,177,6465,14,2022-09-15 19:58:46,7.91,8.49,2,fulfilled,19
285,178,4977,1,2022-10-01 17:01:15,8.57,9.99,4,fulfilled,32
286,178,4977,4,2022-10-01 17:01:15,9.65,10.59,4,fulfilled,32
287,179,6538,1,2020-07-03 13:23:52,9.39,9.99,3,fulfilled,47
288,179,6538,3,2020-07-03 13:23:52,15.06,15.99,3,restocked,47
289,180,3881,12,2021-09-22 08:45:56,9.76,10.29,1,restocked,26
290,181,3284,12,2022-08-12 17:15:48,8.84,10.29,4,fulfilled,31
291,181,3284,0,2022-08-12 17:15:48,27.42,30.69,4,restocked,31
292,182,8490,0,2022-09-13 09:53:26,28.89,30.69,4,restocked,7
293,182,8490,2,2022-09-13 09:53:26,7.85,8.99,4,fulfilled,7
294,182,8490,9,2022-09-13 09:53:26,4.01,4.64,4,fulfilled,7
295,183,5096,0,2020-06-23 19:58:09,27.58,30.69,4,fulfilled,9
296,184,1232,13,2022-12-25 14:57:16,1.28,1.49,4,fulfilled,32
297,185,833,6,2022-02-06 08:49:36,8.34,8.98,1,fulfilled,34
298,185,833,2,2022-02-06 08:49:36,7.77,8.99,4,fulfilled,34
299,185,833,10,2022-02-06 08:49:36,5.12,5.64,2,fulfilled,34
300,186,7717,10,2022-11-10 21:42:07,5.3,5.64,3,fulfilled,47
301,187,4126,10,2020-04-09 13:00:41,5.28,5.64,2,fulfilled,41
302,187,4126,2,2020-04-09 13:00:41,8.44,8.99,3,restocked,41
303,187,4126,13,2020-04-09 13:00:41,1.36,1.49,1,restocked,41
304,187,4126,4,2020-04-09 13:00:41,9.1,10.59,2,restocked,41
305,188,6775,1,2021-08-04 01:10:47,9.23,9.99,4,restocked,28
306,189,1489,8,2020-11-12 13:14:41,4.13,4.75,4,fulfilled,25
307,190,1562,7,2022-08-08 20:39:23,5.66,6.37,4,fulfilled,13
308,190,1562,1,2022-08-08 20:39:23,8.59,9.99,4,fulfilled,13
309,191,1971,13,2022-05-29 19:13:40,1.32,1.49,2,fulfilled,13
310,192,3970,7,2021-11-21 14:06:20,5.92,6.37,3,restocked,34
311,193,892,5,2020-11-17 07:59:44,3.65,4.07,2,fulfilled,35
312,193,892,4,2020-11-17 07:59:44,9.97,10.59,3,restocked,35
313,193,892,12,2020-11-17 07:59:44,9.59,10.29,1,restocked,35
314,194,8193,6,2020-10-17 18:52:24,8.07,8.98,4,restocked,9
315,195,2182,6,2021-12-23 12:08:17,7.96,8.98,2,fulfilled,44
316,195,2182,10,2021-12-23 12:08:17,5.24,5.64,2,fulfilled,44
317,196,8208,10,2021-02-24 06:51:49,5.19,5.64,3,fulfilled,16
318,196,8208,2,2021-02-24 06:51:49,8.51,8.99,1,fulfilled,16
319,197,9525,14,2019-12-13 22:53:36,7.34,8.49,3,fulfilled,6
320,198,8973,10,2022-11-18 14:55:59,4.85,5.64,3,restocked,3
321,199,3911,6,2022-07-21 16:39:41,8.37,8.98,4,fulfilled,39
322,199,3911,12,2022-07-21 16:39:41,9.72,10.29,4,restocked,39
323,200,7797,6,2021-01-26 03:19:18,8.43,8.98,3,restocked,27
324,201,8424,5,2022-05-23 15:40:36,3.86,4.07,2,fulfilled,26
325,201,8424,7,2022-05-23 15:40:36,6.02,6.37,4,fulfilled,26
326,201,8424,2,2022-05-23 15:40:36,7.73,8.99,2,fulfilled,26
327,202,6681,1,2023-01-02 10:36:55,9.23,9.99,3,fulfilled,28
328,203,7953,6,2020-11-15 21:54:34,7.72,8.98,4,fulfilled,3
329,203,7953,11,2020-11-15 21:54:34,5.94,6.33,3,restocked,3
330,203,7953,8,2020-11-15 21:54:34,4.15,4.75,1,restocked,3
331,204,1692,7,2021-06-10 17:10:42,5.94,6.37,1,restocked,38
332,204,1692,4,2021-06-10 17:10:42,9.24,10.59,2,fulfilled,38
333,205,9648,5,2021-10-26 13:50:30,3.47,4.07,4,fulfilled,15
334,205,9648,6,2021-10-26 13:50:30,8.43,8.98,2,fulfilled,15
335,205,9648,14,2021-10-26 13:50:30,7.97,8.49,2,fulfilled,15
336,206,7975,10,2022-02-08 12:48:35,5.0,5.64,1,fulfilled,44
337,207,3021,5,2020-03-01 15:53:46,3.61,4.07,1,fulfilled,19
338,207,3021,3,2020-03-01 15:53:46,15.05,15.99,4,fulfilled,19
339,207,3021,7,2020-03-01 15:53:46,5.74,6.37,1,fulfilled,19
340,207,3021,9,2020-03-01 15:53:46,4.01,4.64,3,fulfilled,19
341,207,3021,4,2020-03-01 15:53:46,9.63,10.59,4,fulfilled,19
342,207,3021,11,2020-03-01 15:53:46,5.96,6.33,4,fulfilled,19
343,207,3021,1,2020-03-01 15:53:46,9.03,9.99,2,fulfilled,19
344,208,7503,7,2022-08-29 14:16:05,5.58,6.37,3,fulfilled,0
345,208,7503,6,2022-08-29 14:16:05,8.03,8.98,4,fulfilled,0
346,209,552,11,2018-11-23 11:32:43,5.66,6.33,4,fulfilled,18
347,210,2824,11,2022-12-24 18:27:56,5.9,6.33,3,restocked,38
348,210,2824,6,2022-12-24 18:27:56,8.05,8.98,4,fulfilled,38
349,211,9183,5,2017-05-27 13:15:25,3.65,4.07,4,fulfilled,35
350,212,6488,7,2022-01-28 17:25:46,5.64,6.37,1,restocked,44
351,212,6488,8,2022-01-28 17:25:46,4.51,4.75,1,fulfilled,44
352,213,5984,13,2021-12-26 23:31:27,1.39,1.49,3,fulfilled,29
